index	block_id	loader_family	x	y	z
1347	chipped:tiny_brick_bordered_amethyst_block	ctm	-44	100	-18
1348	chipped:tiny_brick_bordered_ancient_debris	ctm	-42	100	-18
1349	chipped:tiny_brick_bordered_andesite	ctm	-40	100	-18
1350	chipped:tiny_brick_bordered_basalt	ctm	-38	100	-18
1351	chipped:tiny_brick_bordered_blackstone	ctm	-36	100	-18
1352	chipped:tiny_brick_bordered_blue_ice	ctm	-34	100	-18
1353	chipped:tiny_brick_bordered_borderless_bricks	ctm	-32	100	-18
1354	chipped:tiny_brick_bordered_bricks	ctm	-30	100	-18
1355	chipped:tiny_brick_bordered_calcite	ctm	-28	100	-18
1356	chipped:tiny_brick_bordered_clay	ctm	-26	100	-18
1357	chipped:tiny_brick_bordered_coal_block	ctm	-24	100	-18
1358	chipped:tiny_brick_bordered_cobblestone	ctm	-22	100	-18
1359	chipped:tiny_brick_bordered_crying_obsidian	ctm	-20	100	-18
1360	chipped:tiny_brick_bordered_dark_prismarine	ctm	-18	100	-18
1361	chipped:tiny_brick_bordered_deepslate	ctm	-16	100	-18
1362	chipped:tiny_brick_bordered_diorite	ctm	-14	100	-18
1363	chipped:tiny_brick_bordered_dirt	ctm	-12	100	-18
1364	chipped:tiny_brick_bordered_dripstone_block	ctm	-10	100	-18
1365	chipped:tiny_brick_bordered_end_stone	ctm	-86	100	-16
1366	chipped:tiny_brick_bordered_gilded_blackstone	ctm	-84	100	-16
1367	chipped:tiny_brick_bordered_granite	ctm	-82	100	-16
1368	chipped:tiny_brick_bordered_ice	ctm	-80	100	-16
1369	chipped:tiny_brick_bordered_lapis_block	ctm	-78	100	-16
1370	chipped:tiny_brick_bordered_lodestone	ctm	-76	100	-16
1371	chipped:tiny_brick_bordered_magma_block	ctm	-74	100	-16
1372	chipped:tiny_brick_bordered_mossy_cobblestone	ctm	-72	100	-16
1373	chipped:tiny_brick_bordered_mossy_stone_bricks	ctm	-70	100	-16
1374	chipped:tiny_brick_bordered_nether_bricks	ctm	-68	100	-16
1375	chipped:tiny_brick_bordered_netherrack	ctm	-66	100	-16
1376	chipped:tiny_brick_bordered_obsidian	ctm	-64	100	-16
1377	chipped:tiny_brick_bordered_packed_ice	ctm	-62	100	-16
1378	chipped:tiny_brick_bordered_prismarine	ctm	-60	100	-16
1379	chipped:tiny_brick_bordered_purpur_block	ctm	-58	100	-16
1380	chipped:tiny_brick_bordered_quartz_block	ctm	-56	100	-16
1381	chipped:tiny_brick_bordered_raw_copper_block	ctm	-54	100	-16
1382	chipped:tiny_brick_bordered_raw_gold_block	ctm	-52	100	-16
1383	chipped:tiny_brick_bordered_raw_iron_block	ctm	-50	100	-16
1384	chipped:tiny_brick_bordered_red_nether_bricks	ctm	-48	100	-16
1385	chipped:tiny_brick_bordered_red_sandstone	ctm	-46	100	-16
1386	chipped:tiny_brick_bordered_redstone_block	ctm	-44	100	-16
1387	chipped:tiny_brick_bordered_sandstone	ctm	-42	100	-16
1388	chipped:tiny_brick_bordered_smooth_stone	ctm	-40	100	-16
1389	chipped:tiny_brick_bordered_snow_block	ctm	-38	100	-16
1390	chipped:tiny_brick_bordered_stone	ctm	-36	100	-16
1391	chipped:tiny_brick_bordered_tuff	ctm	-34	100	-16
1392	chipped:warped_planks_panel	ctm	-32	100	-16
1393	chipped:whirlwind_acacia_planks	ctm	-30	100	-16
1394	chipped:whirlwind_bamboo_planks	ctm	-28	100	-16
1395	chipped:whirlwind_birch_planks	ctm	-26	100	-16
1396	chipped:whirlwind_cherry_planks	ctm	-24	100	-16
1397	chipped:whirlwind_crimson_planks	ctm	-22	100	-16
1398	chipped:whirlwind_dark_oak_planks	ctm	-20	100	-16
1399	chipped:whirlwind_jungle_planks	ctm	-18	100	-16
1400	chipped:whirlwind_oak_planks	ctm	-16	100	-16
1401	chipped:whirlwind_spruce_planks	ctm	-14	100	-16
1402	chipped:whirlwind_warped_planks	ctm	-12	100	-16
1403	chipped:white_concrete_panel	ctm	-10	100	-16
1404	chipped:white_concrete_pillar	pillar	-86	100	-14
1405	chipped:white_terracotta_column	pillar	-84	100	-14
1406	chipped:white_terracotta_pillar	pillar	-82	100	-14
1407	chipped:wired_black_concrete	ctm	-80	100	-14
1408	chipped:wired_blue_concrete	ctm	-78	100	-14
1409	chipped:wired_brown_concrete	ctm	-76	100	-14
1410	chipped:wired_cyan_concrete	ctm	-74	100	-14
1411	chipped:wired_gray_concrete	ctm	-72	100	-14
1412	chipped:wired_green_concrete	ctm	-70	100	-14
1413	chipped:wired_light_blue_concrete	ctm	-68	100	-14
1414	chipped:wired_light_gray_concrete	ctm	-66	100	-14
1415	chipped:wired_lime_concrete	ctm	-64	100	-14
1416	chipped:wired_magenta_concrete	ctm	-62	100	-14
1417	chipped:wired_orange_concrete	ctm	-60	100	-14
1418	chipped:wired_pink_concrete	ctm	-58	100	-14
1419	chipped:wired_purple_concrete	ctm	-56	100	-14
1420	chipped:wired_red_concrete	ctm	-54	100	-14
1421	chipped:wired_white_concrete	ctm	-52	100	-14
1422	chipped:wired_yellow_concrete	ctm	-50	100	-14
1423	chipped:yellow_concrete_panel	ctm	-48	100	-14
1424	chipped:yellow_concrete_pillar	pillar	-46	100	-14
1425	chipped:yellow_terracotta_column	pillar	-44	100	-14
1426	chipped:yellow_terracotta_pillar	pillar	-42	100	-14
